year;month;day;dep_time;sched_dep_time;dep_delay;arr_time;sched_arr_time;arr_delay;carrier;flight;tailnum;origin;dest;air_time;distance;hour;minute;time_hour
2013; 3;25;1643;1629; 14;1949;1937; 12;UA;1624;N76254;EWR;FLL;157;1065;16;29;2013-03-25T20:00:00Z
2013; 3; 9;1430;1400; 30;1648;1631; 17;B6; 615;N190JB;JFK;JAX;113; 828;14; 0;2013-03-09T19:00:00Z
2013; 8;24;1113;1048; 25;1336;1337; -1;UA;1493;N76526;EWR;LAX;303;2454;10;48;2013-08-24T14:00:00Z
2013; 1;31;1112;1115; -3;1419;1425; -6;AA;2099;N3HBAA;LGA;MIA;161;1096;11;15;2013-01-31T16:00:00Z
2013; 8; 3; 827; 833; -6;1010;1032;-22;EV;4326;N14923;EWR;CLT; 82; 529; 8;33;2013-08-03T12:00:00Z
2013; 2;26;1547;1320;147;1725;1509;136;EV;3818;N11539;EWR;STL;125; 872;13;20;2013-02-26T18:00:00Z
2013; 2;25;1314;1316; -2;1352;1413;-21;EV;4103;N12540;EWR;BDL; 22; 116;13;16;2013-02-25T18:00:00Z
2013; 5;30;2023;2012; 11;2308;2330;-22;UA;1615;N87531;EWR;AUS;199;1504;20;12;2013-05-31T00:00:00Z
2013; 2; 9;1420;1420;  0;1622;1620;  2;MQ;4588;N506MQ;LGA;MSP;165;1020;14;20;2013-02-09T19:00:00Z
2013; 3;13;1148;1150; -2;1330;1345;-15;MQ;4646;N6EAMQ;LGA;MSP;135;1020;11;50;2013-03-13T15:00:00Z
2013;11;26;1826;1818;  8;2118;2131;-13;UA; 996;N564UA;EWR;SNA;320;2434;18;18;2013-11-26T23:00:00Z
2013;10;20; 726; 730; -4;1109;1124;-15;B6;1289;N519JB;EWR;SJU;196;1608; 7;30;2013-10-20T11:00:00Z
2013;11;23;1124;1125; -1;1235;1253;-18;EV;5346;N741EV;LGA;ROC; 49; 254;11;25;2013-11-23T16:00:00Z
2013; 8; 3; 946; 945;  1;1231;1209; 22;DL;2457;N359NB;LGA;MSY;159;1183; 9;45;2013-08-03T13:00:00Z
2013; 3;21;1604;1555;  9;1810;1810;  0;WN; 266;N480WN;EWR;DEN;219;1605;15;55;2013-03-21T19:00:00Z
2013; 9;13; 613; 600; 13; 828; 815; 13;FL; 347;N261AT;LGA;ATL;108; 762; 6; 0;2013-09-13T10:00:00Z
2013; 4;25;1502;1500;  2;1718;1638; 40;UA; 314;N844UA;LGA;ORD;112; 733;15; 0;2013-04-25T19:00:00Z
2013; 4;26;1334;1256; 38;1449;1417; 32;B6;  66;N346JB;JFK;BUF; 57; 301;12;56;2013-04-26T16:00:00Z
2013;11; 9; 835; 840; -5;1115;1146;-31;DL;1109;N316NB;LGA;TPA;145;1010; 8;40;2013-11-09T13:00:00Z
2013; 4; 8;2033;2029;  4;2143;2153;-10;UA;1635;N87507;EWR;BOS; 35; 200;20;29;2013-04-09T00:00:00Z
2013;11; 7;1054;1045;  9;1314;1320; -6;EV;4679;N14174;EWR;JAX;123; 820;10;45;2013-11-07T15:00:00Z
2013; 7;14;1448;1445;  3;1624;1642;-18;9E;3318;N910XJ;JFK;BUF; 53; 301;14;45;2013-07-14T18:00:00Z
2013; 1; 6;1301;1300;  1;1609;1610; -1;WN;2239;N743SW;EWR;HOU;228;1411;13; 0;2013-01-06T18:00:00Z
2013;10; 7; 757; 800; -3; 908; 904;  4;B6;1491;N323JB;JFK;ACK; 44; 199; 8; 0;2013-10-07T12:00:00Z
2013; 7; 8; 810; 815; -5; 931; 930;  1;MQ;3370;N800MQ;JFK;DCA; 55; 213; 8;15;2013-07-08T12:00:00Z
2013; 8;25;1938;1940; -2;2101;2147;-46;9E;3376;N917XJ;JFK;RDU; 58; 427;19;40;2013-08-25T23:00:00Z
2013; 5;18;1229;1235; -6;1514;1520; -6;AA;1179;N4XEAA;EWR;DFW;179;1372;12;35;2013-05-18T16:00:00Z
2013;10; 2;1212;1220; -8;1335;1355;-20;MQ;3361;N807MQ;JFK;RDU; 63; 427;12;20;2013-10-02T16:00:00Z
2013; 6;14;2033;1930; 63;2200;2049; 71;EV;5714;N826AS;JFK;IAD; 44; 228;19;30;2013-06-14T23:00:00Z
2013; 8;27;1728;1735; -7;1937;2001;-24;UA; 539;N533UA;EWR;LAS;268;2227;17;35;2013-08-27T21:00:00Z
2013;10; 1;1216;1221; -5;1326;1328; -2;B6;  34;N318JB;JFK;BTV; 49; 266;12;21;2013-10-01T16:00:00Z
2013;11;10;1247;1250; -3;1548;1604;-16;DL;1375;N3762Y;JFK;SLC;282;1990;12;50;2013-11-10T17:00:00Z
2013; 7;27;2101;1935; 86;2359;2220; 99;9E;3429;N919XJ;JFK;JAX;123; 828;19;35;2013-07-27T23:00:00Z
2013; 8;20;1627;1510; 77;1739;1635; 64;MQ;3433;N537MQ;JFK;DCA; 48; 213;15;10;2013-08-20T19:00:00Z
2013;11;13; 835; 836; -1; 943; 953;-10;B6;2280;N279JB;EWR;BOS; 41; 200; 8;36;2013-11-13T13:00:00Z
2013; 7; 3;2039;1950; 49;2153;2130; 23;AA; 363;N4XTAA;LGA;ORD;115; 733;19;50;2013-07-03T23:00:00Z
2013;11; 2;1350;1359; -9;1449;1511;-22;UA;1703;N57111;EWR;BOS; 39; 200;13;59;2013-11-02T17:00:00Z
2013;12;17;1459;1459;  0;1816;1814;  2;UA; 287;N488UA;EWR;AUS;213;1504;14;59;2013-12-17T19:00:00Z
2013; 7;18;2123;2059; 24;  33;2359; 34;UA;1682;N79402;EWR;FLL;131;1065;20;59;2013-07-19T00:00:00Z
2013; 5; 8; 939; 900; 39;1317;1219; 58;DL; 923;N338NB;LGA;MIA;167;1096; 9; 0;2013-05-08T13:00:00Z
2013;11;17;1730;1729;  1;2030;2028;  2;UA;1109;N67134;EWR;MCO;135; 937;17;29;2013-11-17T22:00:00Z
2013; 5;28;1238;1215; 23;1359;1350;  9;WN; 529;N514SW;EWR;STL;125; 872;12;15;2013-05-28T16:00:00Z
2013; 2; 4;1157;1200; -3;1502;1457;  5;UA; 388;N408UA;EWR;IAH;224;1400;12; 0;2013-02-04T17:00:00Z
2013; 5;30; 743; 746; -3; 914; 927;-13;EV;3824;N13970;EWR;GSO; 65; 445; 7;46;2013-05-30T11:00:00Z
2013; 2;28;1208;1207;  1;1316;1320; -4;EV;4701;N14902;EWR;ORF; 53; 284;12; 7;2013-02-28T17:00:00Z
2013; 7; 4;1756;1745; 11;2048;2110;-22;AA;1611;N3ANAA;LGA;MIA;151;1096;17;45;2013-07-04T21:00:00Z
2013;10;24;1208;1215; -7;1450;1440; 10;MQ;3670;N8EGMQ;LGA;ATL;122; 762;12;15;2013-10-24T16:00:00Z
2013; 2;11;2008;1900; 68;2128;2040; 48;UA; 954;N476UA;EWR;ORD;116; 719;19; 0;2013-02-12T00:00:00Z
2013; 1;20;1154;1200; -6;1306;1315; -9;MQ;4425;N828MQ;JFK;DCA; 53; 213;12; 0;2013-01-20T17:00:00Z
2013; 5;16;1556;1559; -3;1800;1814;-14;MQ;3985;N906MQ;JFK;CVG; 98; 589;15;59;2013-05-16T19:00:00Z
2013;12;13;1055;1100; -5;1222;1237;-15;EV;4662;N16963;EWR;RDU; 68; 416;11; 0;2013-12-13T16:00:00Z
2013; 5;30; 755; 759; -4;1012;1028;-16;DL;2047;N662DN;LGA;ATL;113; 762; 7;59;2013-05-30T11:00:00Z
2013;10; 7;1205;1205;  0;1502;1454;  8;9E;3508;N922XJ;LGA;JAX;120; 833;12; 5;2013-10-07T16:00:00Z
2013; 6; 1;1845;1855;-10;2145;2205;-20;VX; 169;N522VA;EWR;LAX;321;2454;18;55;2013-06-01T22:00:00Z
2013; 9;25;1643;1555; 48;1838;1805; 33;MQ;3075;N618MQ;JFK;CVG; 88; 589;15;55;2013-09-25T19:00:00Z
2013;12;22; 851; 845;  6;1112;1110;  2;9E;2942;N8884E;JFK;CHS;101; 636; 8;45;2013-12-22T13:00:00Z
2013; 2; 9;NA; 830;NA;NA;1015;NA;AA; 313;NA;LGA;ORD;NA; 733; 8;30;2013-02-09T13:00:00Z
2013; 1;13; 824; 825; -1;1149;1137; 12;B6; 181;N639JB;JFK;SAN;345;2446; 8;25;2013-01-13T13:00:00Z
2013; 9; 2; 756; 800; -4;1051;1053; -2;B6; 901;N828JB;JFK;FLL;143;1069; 8; 0;2013-09-02T12:00:00Z
2013;12; 6;1910;1915; -5;2155;2219;-24;DL;2159;N979DL;JFK;MCO;137; 944;19;15;2013-12-07T00:00:00Z
2013;10; 2; 758; 800; -2; 943; 949; -6;9E;3611;N8580A;JFK;PIT; 66; 340; 8; 0;2013-10-02T12:00:00Z
2013; 6;29;1008;1008;  0;1115;1133;-18;EV;3840;N13908;EWR;IAD; 42; 212;10; 8;2013-06-29T14:00:00Z
2013; 5; 7;1558;1555;  3;1710;1727;-17;B6;  44;N353JB;JFK;BTV; 47; 266;15;55;2013-05-07T19:00:00Z
2013; 4;27;1539;1545; -6;1723;1725; -2;WN;2048;N410WN;EWR;STL;133; 872;15;45;2013-04-27T19:00:00Z
2013; 8;11; 729; 729;  0;1002;1019;-17;B6; 461;N580JB;LGA;PBI;135;1035; 7;29;2013-08-11T11:00:00Z
2013;11;14;1953;2000; -7;2104;2117;-13;9E;2950;N8847A;JFK;BWI; 36; 184;20; 0;2013-11-15T01:00:00Z
2013; 2;28; 704; 700;  4; 953; 953;  0;DL;2285;N351NW;LGA;MCO;147; 950; 7; 0;2013-02-28T12:00:00Z
2013; 1; 9;1340;1341; -1;2019;1935; 44;UA;  15;N69063;EWR;HNL;667;4963;13;41;2013-01-09T18:00:00Z
2013; 8;22;1252;1200; 52;1351;1309; 42;US;2146;N961UW;LGA;BOS; 40; 184;12; 0;2013-08-22T16:00:00Z
2013; 4;17;1205;1211; -6;1302;1318;-16;EV;4586;N13995;EWR;SYR; 38; 195;12;11;2013-04-17T16:00:00Z
2013;11; 4;1732;1735; -3;1944;2010;-26;9E;2934;N934XJ;JFK;MCI;171;1113;17;35;2013-11-04T22:00:00Z
2013; 5;10;1939;1940; -1;2307;2252; 15;DL;1854;N920DE;LGA;FLL;150;1076;19;40;2013-05-10T23:00:00Z
2013;11;30; 708; 700;  8; 841; 850; -9;WN;1565;N395SW;EWR;STL;136; 872; 7; 0;2013-11-30T12:00:00Z
2013; 3;10;NA;1730;NA;NA;1923;NA;US; 449;NA;EWR;CLT;NA; 529;17;30;2013-03-10T21:00:00Z
2013;11;26; 919; 925; -6;1230;1305;-35;WN;2344;N424WN;EWR;AUS;232;1504; 9;25;2013-11-26T14:00:00Z
2013; 9;26;1859;1855;  4;2125;2131; -6;DL;  87;N1604R;JFK;ATL; 98; 760;18;55;2013-09-26T22:00:00Z
2013; 8;11;1530;1530;  0;1917;1855; 22;AA;  85;N396AA;JFK;SFO;363;2586;15;30;2013-08-11T19:00:00Z
2013;11;21; 952;1010;-18;1143;1129; 14;EV;5736;N827AS;LGA;IAD; 54; 229;10;10;2013-11-21T15:00:00Z
2013;11;11; 920; 925; -5;1225;1305;-40;WN;2166;N781WN;EWR;AUS;224;1504; 9;25;2013-11-11T14:00:00Z
2013; 4; 6;1121;1125; -4;1240;1305;-25;AA; 327;N547AA;LGA;ORD;119; 733;11;25;2013-04-06T15:00:00Z
2013;10;21;2029;2025;  4;2328;2342;-14;DL;2065;N3743H;JFK;FLL;153;1069;20;25;2013-10-22T00:00:00Z
2013; 3;25;1653;1545; 68;1855;1803; 52;DL;1942;N335NB;EWR;ATL;112; 746;15;45;2013-03-25T19:00:00Z
2013; 3;26; 753; 800; -7; 844; 908;-24;US;2118;N955UW;LGA;BOS; 34; 184; 8; 0;2013-03-26T12:00:00Z
2013; 5; 9;1219;1220; -1;1402;1415;-13;EV;3805;N11109;EWR;DTW; 77; 488;12;20;2013-05-09T16:00:00Z
2013;11; 5;2051;2100; -9;2206;2239;-33;EV;5048;N740EV;LGA;RIC; 50; 292;21; 0;2013-11-06T02:00:00Z
2013; 4; 5;1538;1545; -7;1901;1921;-20;DL;1773;N645DL;JFK;SLC;282;1990;15;45;2013-04-05T19:00:00Z
2013; 2; 8; 612; 610;  2; 902; 910; -8;AA;1895;N5DLAA;EWR;MIA;151;1085; 6;10;2013-02-08T11:00:00Z
2013; 9;17; 739; 749;-10;1016;1043;-27;B6;1717;N580JB;LGA;TPA;136;1010; 7;49;2013-09-17T11:00:00Z
2013;10;29;1635;1620; 15;1912;1935;-23;AA; 172;N3GGAA;EWR;MIA;133;1085;16;20;2013-10-29T20:00:00Z
2013; 6;28;1407;1329; 38;1621;1531; 50;EV;4395;N14907;EWR;IND;110; 645;13;29;2013-06-28T17:00:00Z
2013; 9;22;NA;1020;NA;NA;1211;NA;US; 565;NA;EWR;CLT;NA; 529;10;20;2013-09-22T14:00:00Z
2013; 1;25;1509;1500;  9;1812;1825;-13;AA;1925;N3HWAA;LGA;MIA;156;1096;15; 0;2013-01-25T20:00:00Z
2013; 5;30; 855; 900; -5;1027;1022;  5;US;2167;N748UW;LGA;DCA; 37; 214; 9; 0;2013-05-30T13:00:00Z
2013; 4;12; 900; 900;  0;1201;1203; -2;DL;1885;N372NW;LGA;MCO;138; 950; 9; 0;2013-04-12T13:00:00Z
2013; 1;13;1958;2000; -2;2209;2145; 24;EV;3272;N12564;LGA;CLE; 73; 419;20; 0;2013-01-14T01:00:00Z
2013; 3;27;1843;1845; -2;2025;2030; -5;MQ;4517;N723MQ;LGA;CRW; 71; 444;18;45;2013-03-27T22:00:00Z
2013; 1; 1;1010;1015; -5;1225;1214; 11;US;1441;N712US;JFK;CLT; 97; 541;10;15;2013-01-01T15:00:00Z
2013; 2;11;1658;1700; -2;2000;2049;-49;DL;  31;N704X;JFK;SFO;339;2586;17; 0;2013-02-11T22:00:00Z
2013;12; 4;1108;1118;-10;1327;1334; -7;EV;3825;N14904;EWR;IND;111; 645;11;18;2013-12-04T16:00:00Z
2013; 5;19; 827; 837;-10;1015;1035;-20;EV;4175;N16918;EWR;AVL; 87; 583; 8;37;2013-05-19T12:00:00Z
2013; 9;27; 725; 737;-12; 853; 915;-22;EV;3821;N12996;EWR;GSO; 66; 445; 7;37;2013-09-27T11:00:00Z
2013; 9;19; 853; 859; -6;1005;1017;-12;DL;2445;N314NB;JFK;BOS; 42; 187; 8;59;2013-09-19T12:00:00Z
2013; 6;27; 808; 815; -7;1036;1033;  3;DL; 914;N361NW;LGA;DEN;228;1620; 8;15;2013-06-27T12:00:00Z
2013; 1;14;1558;1615;-17;1826;1831; -5;DL;1619;N316US;LGA;MSP;168;1020;16;15;2013-01-14T21:00:00Z
2013; 9;16; 609; 610; -1; 851; 855; -4;AA;1103;N3BPAA;LGA;DFW;193;1389; 6;10;2013-09-16T10:00:00Z
2013;10; 2;2138;2140; -2;2240;2250;-10;MQ;3660;N528MQ;LGA;BNA;101; 764;21;40;2013-10-03T01:00:00Z
2013; 6; 3; 612; 615; -3; 858; 915;-17;AA;1895;N3CEAA;EWR;MIA;145;1085; 6;15;2013-06-03T10:00:00Z
2013; 6;27; 643; 641;  2; 936; 940; -4;UA;1701;N37427;EWR;FLL;152;1065; 6;41;2013-06-27T10:00:00Z
2013; 7; 1;1303;1250; 13;1553;1547;  6;DL;1375;N3735D;JFK;SLC;253;1990;12;50;2013-07-01T16:00:00Z
2013; 8;29;1457;1430; 27;1730;1734; -4;UA;1493;N79521;EWR;LAX;306;2454;14;30;2013-08-29T18:00:00Z
2013; 2;25;1738;1610; 88;1906;1800; 66;AA; 341;N566AA;LGA;ORD;119; 733;16;10;2013-02-25T21:00:00Z
2013; 9;15;2142;2129; 13;2246;2236; 10;EV;5812;N26549;EWR;PWM; 48; 284;21;29;2013-09-16T01:00:00Z
2013; 2; 8;NA;1758;NA;NA;1936;NA;UA;1172;NA;EWR;ORD;NA; 719;17;58;2013-02-08T22:00:00Z
2013; 3;10; 642; 645; -3; 907; 907;  0;DL;2006;N347NB;LGA;MSY;172;1183; 6;45;2013-03-10T10:00:00Z
2013; 9;27; 625; 630; -5; 809; 838;-29;B6; 675;N521JB;JFK;MSY;146;1182; 6;30;2013-09-27T10:00:00Z
2013; 3;29;1400;1404; -4;1506;1540;-34;UA; 665;N847UA;EWR;ORD;111; 719;14; 4;2013-03-29T18:00:00Z
2013; 7; 6; 801; 805; -4;1040;1054;-14;DL;1109;N360NW;LGA;TPA;136;1010; 8; 5;2013-07-06T12:00:00Z
2013; 7;19;1729;1735; -6;1904;1928;-24;US; 449;N653AW;EWR;CLT; 74; 529;17;35;2013-07-19T21:00:00Z
2013; 2;18; 637; 635;  2; 936; 952;-16;UA;1276;N77295;EWR;AUS;220;1504; 6;35;2013-02-18T11:00:00Z
2013; 3;26; 804; 805; -1;1113;1105;  8;DL;1109;N991DL;LGA;TPA;155;1010; 8; 5;2013-03-26T12:00:00Z
2013; 4; 1; 815; 822; -7;1042;1045; -3;EV;4140;N10575;EWR;XNA;189;1131; 8;22;2013-04-01T12:00:00Z
2013;11; 7;1609;1529; 40;1728;1657; 31;EV;5455;N738EV;LGA;SYR; 39; 198;15;29;2013-11-07T20:00:00Z
2013; 4;21;1656;1700; -4;1824;1850;-26;AA; 345;N591AA;LGA;ORD;110; 733;17; 0;2013-04-21T21:00:00Z
2013; 5;16; 817; 815;  2;1032;1047;-15;DL; 914;N366NW;LGA;DEN;225;1620; 8;15;2013-05-16T12:00:00Z
2013; 7; 2; 946; 945;  1;1055;1120;-25;WN;2431;N401WN;LGA;MDW;107; 725; 9;45;2013-07-02T13:00:00Z
2013; 7;16;2058;2057;  1;  13;2359; 14;UA;1241;N37281;EWR;TPA;148; 997;20;57;2013-07-17T00:00:00Z
2013;10; 1;1823;1829; -6;1955;2011;-16;UA;1053;N33262;EWR;CLE; 62; 404;18;29;2013-10-01T22:00:00Z
2013; 2;20;1956;1945; 11;2236;2241; -5;9E;3287;N913XJ;JFK;JAX;130; 828;19;45;2013-02-21T00:00:00Z
2013;10;29; 928; 929; -1;1154;1132; 22;EV;4380;N14125;EWR;MSP;170;1008; 9;29;2013-10-29T13:00:00Z
2013; 1; 7; 925; 915; 10;1238;1225; 13;B6;  25;N632JB;JFK;FLL;171;1069; 9;15;2013-01-07T14:00:00Z
2013;10; 2;1838;1720; 78;2040;1920; 80;MQ;3556;N9EAMQ;LGA;DTW; 78; 502;17;20;2013-10-02T21:00:00Z
2013;11;30; 833; 840; -7;1053;1115;-22;MQ;3419;N513MQ;LGA;ATL;114; 762; 8;40;2013-11-30T13:00:00Z
2013; 7;27; 604; 605; -1; 842; 905;-23;AA;1837;N3KJAA;LGA;MIA;139;1096; 6; 5;2013-07-27T10:00:00Z
2013; 3;20;1734;1735; -1;1920;1942;-22;DL;2331;N313US;LGA;DTW; 80; 502;17;35;2013-03-20T21:00:00Z
2013;10;31; 543; 545; -2; 852; 827; 25;UA;1714;N39728;LGA;IAH;220;1416; 5;45;2013-10-31T09:00:00Z
2013; 9;23;1013;1020; -7;1251;1310;-19;B6; 925;N639JB;JFK;TPA;137;1005;10;20;2013-09-23T14:00:00Z
2013; 7;30; 758; 801; -3; 938; 941; -3;EV;4099;N21154;EWR;STL;135; 872; 8; 1;2013-07-30T12:00:00Z
2013; 1; 1;1603;1605; -2;1818;1750; 28;MQ;4415;N730MQ;LGA;RDU; 79; 431;16; 5;2013-01-01T21:00:00Z
2013;10;30;1438;1444; -6;1607;1641;-34;EV;4949;N744EV;LGA;GSO; 67; 461;14;44;2013-10-30T18:00:00Z
2013; 7;22;1600;1545; 15;1840;1814; 26;DL;1705;N359NB;LGA;MSY;157;1183;15;45;2013-07-22T19:00:00Z
2013; 1; 2; 759; 805; -6; 901; 919;-18;B6;1172;N309JB;EWR;BOS; 38; 200; 8; 5;2013-01-02T13:00:00Z
2013;12;31;1922;1930; -8;2116;2115;  1;MQ;3535;N501MQ;JFK;CMH; 82; 483;19;30;2014-01-01T00:00:00Z
2013; 5;21;1851;1855; -4;2039;2050;-11;MQ;4649;N544MQ;LGA;MSP;149;1020;18;55;2013-05-21T22:00:00Z
2013;11;29;1338;1340; -2;1707;1715; -8;WN; 619;N271LV;EWR;PHX;312;2133;13;40;2013-11-29T18:00:00Z
2013; 5; 8;2358;2359; -1; 409; 341; 28;B6; 727;N662JB;JFK;BQN;221;1576;23;59;2013-05-09T03:00:00Z
2013;12;10; 857; 900; -3;1250;1210; 40;B6; 189;N613JB;JFK;SAN;369;2446; 9; 0;2013-12-10T14:00:00Z
2013; 3;26; 934; 935; -1;1158;1230;-32;VX; 251;N846VA;JFK;LAS;301;2248; 9;35;2013-03-26T13:00:00Z
2013; 8;24; 837; 840; -3;1058;1109;-11;EV;4388;N14904;EWR;JAX;114; 820; 8;40;2013-08-24T12:00:00Z
2013; 9;15;1647;1650; -3;1859;1900; -1;US; 627;N655AW;EWR;PHX;287;2133;16;50;2013-09-15T20:00:00Z
2013; 6;17;2334;1759;335; 158;2049;309;B6; 391;N659JB;LGA;MCO;122; 950;17;59;2013-06-17T21:00:00Z
2013; 4; 3;1404;1355;  9;1629;1610; 19;WN;1739;N428WN;EWR;PHX;302;2133;13;55;2013-04-03T17:00:00Z
2013; 6; 3;1634;1525; 69;1927;1730;117;MQ;4579;N504MQ;LGA;CLT;119; 544;15;25;2013-06-03T19:00:00Z
2013; 6;27; 909; 915; -6;1053;1115;-22;MQ;3565;N535MQ;LGA;CLT; 77; 544; 9;15;2013-06-27T13:00:00Z
2013; 2;15;1057;1059; -2;1355;1441;-46;UA;1550;N77518;EWR;SFO;339;2565;10;59;2013-02-15T15:00:00Z
2013; 7;28;2042;1620;262;2326;1923;243;B6;1117;N584JB;LGA;TPA;142;1010;16;20;2013-07-28T20:00:00Z
2013; 4;11;1404;1340; 24;1514;1459; 15;B6; 602;N249JB;JFK;PWM; 46; 273;13;40;2013-04-11T17:00:00Z
2013; 8;21;1420;1425; -5;1534;1554;-20;B6;2402;N228JB;JFK;BUF; 53; 301;14;25;2013-08-21T18:00:00Z
2013;12;11;1850;1850;  0;2049;2030; 19;MQ;3674;N532MQ;LGA;CLE; 84; 419;18;50;2013-12-11T23:00:00Z
2013;12;26;1954;1915; 39;2254;2302; -8;DL;2481;N3736C;JFK;PHX;281;2153;19;15;2013-12-27T00:00:00Z
2013; 7;13; 853; 853;  0;1058;1111;-13;UA;1253;N58101;EWR;DEN;197;1605; 8;53;2013-07-13T12:00:00Z
2013; 4;27; 757; 759; -2;1026;1030; -4;DL;2047;N659DL;LGA;ATL;107; 762; 7;59;2013-04-27T11:00:00Z
2013;10;15;1948;2000;-12;2259;2315;-16;VX; 415;N629VA;JFK;LAX;333;2475;20; 0;2013-10-16T00:00:00Z
2013; 2;19; 952;1000; -8;1058;1108;-10;US;2122;N949UW;LGA;BOS; 38; 184;10; 0;2013-02-19T15:00:00Z
2013; 5;25; 803; 806; -3;1004;1035;-31;UA; 696;N442UA;LGA;DEN;224;1620; 8; 6;2013-05-25T12:00:00Z
2013; 2;22;1451;1500; -9;1600;1619;-19;US;2179;N714US;LGA;DCA; 48; 214;15; 0;2013-02-22T20:00:00Z
2013;12; 5;NA;1100;NA;NA;1415;NA;DL; 507;N320NB;LGA;FLL;NA;1076;11; 0;2013-12-05T16:00:00Z
2013; 7;27;1700;1659;  1;1828;1845;-17;UA;1682;N12218;LGA;ORD;119; 733;16;59;2013-07-27T20:00:00Z
2013; 2; 6; 608; 608;  0; 741; 725; 16;UA; 541;N817UA;EWR;BOS; 36; 200; 6; 8;2013-02-06T11:00:00Z
2013;10;11;1613;1505; 68;1840;1802; 38;DL;2181;N323NB;LGA;MCO;124; 950;15; 5;2013-10-11T19:00:00Z
2013; 3;12;1952;1800;112;2059;1914;105;B6;1016;N228JB;JFK;BOS; 48; 187;18; 0;2013-03-12T22:00:00Z
2013; 6;11;1655;1655;  0;1915;1922; -7;EV;4705;N10575;EWR;ATL;113; 746;16;55;2013-06-11T20:00:00Z
2013; 8;14;1935;1935;  0;2224;2142; 42;9E;3443;N907XJ;JFK;RDU; 75; 427;19;35;2013-08-14T23:00:00Z
2013; 1; 2;1025;1015; 10;1223;1229; -6;DL;2319;N900DE;LGA;MSP;157;1020;10;15;2013-01-02T15:00:00Z
2013; 7; 8;1813;1705; 68;2030;2004; 26;DL; 503;N3763D;JFK;SAN;290;2446;17; 5;2013-07-08T21:00:00Z
2013; 8;22; 624; 625; -1; 850; 915;-25;WN;  16;N946WN;EWR;HOU;188;1411; 6;25;2013-08-22T10:00:00Z
2013; 7;10;1828;1819;  9;2105;2118;-13;B6; 153;N517JB;JFK;PBI;133;1028;18;19;2013-07-10T22:00:00Z
2013; 7;25; 550; 515; 35; 747; 725; 22;UA;1258;N76515;EWR;DEN;209;1605; 5;15;2013-07-25T09:00:00Z
2013; 1;26;1234;1230;  4;1440;1457;-17;EV;4950;N718EV;EWR;ATL;109; 746;12;30;2013-01-26T17:00:00Z
2013; 6; 6; 850; 848;  2;1112;1058; 14;EV;4181;N11155;EWR;MCI;163;1092; 8;48;2013-06-06T12:00:00Z
2013; 1; 4;1609;1610; -1;1830;1917;-47;DL;  91;N399DA;JFK;LAS;289;2248;16;10;2013-01-04T21:00:00Z
2013; 6;20;2029;2029;  0;2255;2253;  2;EV;3829;N16999;EWR;JAX;116; 820;20;29;2013-06-21T00:00:00Z
2013; 5; 5; 623; 630; -7; 831; 832; -1;US;1433;N181UW;LGA;CLT; 91; 544; 6;30;2013-05-05T10:00:00Z
2013; 7; 3;2230;2100; 90;   5;2250; 75;MQ;3384;N510MQ;LGA;CLT; 75; 544;21; 0;2013-07-04T01:00:00Z
2013; 4; 2; 828; 839;-11; 929; 950;-21;B6;1172;N216JB;EWR;BOS; 37; 200; 8;39;2013-04-02T12:00:00Z
2013; 8;20;1853;1855; -2;2107;2050; 17;MQ;3349;N530MQ;LGA;MSP;157;1020;18;55;2013-08-20T22:00:00Z
2013;11;28;1646;1430;136;1800;1544;136;EV;3806;N14920;EWR;ROC; 49; 246;14;30;2013-11-28T19:00:00Z
2013; 5;25;2236;2045;111;2337;2231; 66;9E;3395;N929XJ;JFK;DCA; 38; 213;20;45;2013-05-26T00:00:00Z
2013;11;21; 910; 810; 60;1046; 954; 52;EV;5463;N371CA;LGA;BNA;112; 764; 8;10;2013-11-21T13:00:00Z
2013; 1;13; 701; 705; -4; 918; 937;-19;EV;4304;N11109;EWR;MSY;181;1167; 7; 5;2013-01-13T12:00:00Z
2013; 7;16; 905; 905;  0;1111;1114; -3;DL; 181;N357NW;LGA;DTW; 75; 502; 9; 5;2013-07-16T13:00:00Z
2013; 9; 5;1624;1615;  9;1844;1915;-31;AA;  65;N3BDAA;JFK;DFW;178;1391;16;15;2013-09-05T20:00:00Z
2013;12;13; 756; 800; -4;1052;1103;-11;DL; 382;N901DE;LGA;TPA;150;1010; 8; 0;2013-12-13T13:00:00Z
2013; 9; 4;1221;1226; -5;1428;1422;  6;EV;3848;N19966;EWR;CLT; 86; 529;12;26;2013-09-04T16:00:00Z
2013; 5;30;1012;1015; -3;1155;1207;-12;US;1444;N767UW;JFK;CLT; 77; 541;10;15;2013-05-30T14:00:00Z
2013; 1;12;1851;1855; -4;2349;2355; -6;AA;1613;N638AA;JFK;SJU;188;1598;18;55;2013-01-12T23:00:00Z
2013; 7;26;1636;1620; 16;1854;1853;  1;9E;3341;N926XJ;JFK;DTW; 88; 509;16;20;2013-07-26T20:00:00Z
2013; 8;27;1157;1200; -3;1413;1455;-42;DL; 863;N711ZX;JFK;LAX;291;2475;12; 0;2013-08-27T16:00:00Z
2013; 2;15;1122;1100; 22;1223;1214;  9;US;2171;N732US;LGA;DCA; 43; 214;11; 0;2013-02-15T16:00:00Z
